seq,side,choice1
5378,Brie,E
5379,Valencay,A
5380,Valencay,G
5381,,E
5382,Camenbert,B
5383,Ricotta,D
5384,Ricotta,C
5385,Valencay,C
5386,Brie,B
5387,Annon,C
5388,Annon,H
5389,Ricotta,B
5390,Camenbert,H
5391,Ricotta,F
5392,Annon,A
5393,Cheddar,C
5394,Roquefort,E
5395,Roquefort,F
5396,Valencay,F
5397,Valencay,F
5398,Roquefort,H
5399,Brie,E
5400,Camenbert,C
5401,Gorgonzola,H
5402,Valencay,D
5403,Annon,F
5404,Annon,D
5405,Camenbert,D
5406,Valencay,B
5407,Roquefort,E
5408,Ricotta,C
5409,Annon,B
5410,Brie,B
5411,Cheddar,C
5412,Annon,G
5413,Ricotta,E
5414,Annon,D
5415,Roquefort,G
5416,Ricotta,F
5417,Camenbert,D
5418,Valencay,E
5419,Valencay,H
5420,Ricotta,B
5421,Camenbert,D
5422,Cheddar,D
5423,Roquefort,D
5424,Brie,C
5425,Camenbert,E
5426,Annon,E
5427,Brie,D
5428,Valencay,E
5429,Roquefort,C
5430,Gorgonzola,G
5431,Ricotta,G
5432,Valencay,D
5433,Annon,A
5434,Brie,A
5435,Brie,E
5436,Ricotta,E
5437,Brie,E
5438,Annon,C
5439,Valencay,B
5440,Camenbert,C
5441,Ricotta,C
5442,Camenbert,D
5443,Brie,E
5444,Annon,A
5445,Valencay,C
5446,Valencay,F
5447,Ricotta,H
5448,Ricotta,C
5449,Valencay,A
5450,Cheddar,F
5451,Cheddar,E
5452,Annon,D
5453,Ricotta,E
5454,Camenbert,F
5455,Camenbert,H
5456,Annon,D
5457,Valencay,B
5458,Ricotta,D
5459,Gorgonzola,F
5460,Cheddar,B
5461,Camenbert,G
5462,Annon,F
5463,Brie,E
5464,Roquefort,D
5465,Brie,D
5466,Annon,E
5467,Ricotta,A
5468,Gorgonzola,A
5469,Roquefort,B
5470,Brie,D
5471,Brie,B
5472,Cheddar,G
5473,Camenbert,C
5474,Cheddar,A
5475,Brie,B
5476,Brie,E
5477,Cheddar,G
5478,Camenbert,G
5479,Ricotta,F
5480,Gorgonzola,H
5481,Brie,G
5482,Ricotta,H
5483,Brie,E
5484,Gorgonzola,H
5485,Brie,G
5486,Cheddar,E
5487,Camenbert,A
5488,Annon,D
5489,Cheddar,G
5490,Gorgonzola,F
5491,Gorgonzola,A
5492,Camenbert,D
5493,Valencay,D
5494,Brie,C
5495,Cheddar,E
5496,Brie,D
5497,Valencay,C
5498,Brie,B
5499,Brie,H
5500,Ricotta,E
5501,Brie,H
5502,Gorgonzola,G
5503,,D
5504,Camenbert,D
5505,Brie,E
5506,Cheddar,G
5507,Valencay,B
5508,,G
5509,Roquefort,H
5510,Roquefort,H
5511,Valencay,E
5512,Roquefort,F
5513,Brie,C
5514,Valencay,E
5515,Cheddar,B
5516,Roquefort,C
5517,Gorgonzola,F
5518,Valencay,D
5519,Camenbert,H
5520,Roquefort,H
5521,Ricotta,F
5522,Ricotta,D
5523,Roquefort,G
5524,Brie,B
5525,Ricotta,B
5526,Camenbert,H
5527,Roquefort,C
5528,Annon,G
5529,Annon,A
5530,Ricotta,F
5531,Roquefort,C
5532,Annon,B
5533,Cheddar,D
5534,Roquefort,E
5535,Ricotta,D
5536,Annon,C
5537,Annon,C
5538,Annon,E
5539,Camenbert,G
5540,Ricotta,C
5541,Roquefort,F
5542,Ricotta,D
5543,Annon,E
5544,Brie,G
5545,Camenbert,C
5546,Ricotta,B
5547,Camenbert,C
5548,Valencay,H
5549,Roquefort,E
5550,Roquefort,B
5551,Annon,H
5552,Camenbert,E
5553,Brie,D
5554,Roquefort,D
5555,Cheddar,E
5556,Cheddar,F
5557,Gorgonzola,A
5558,Brie,D
5559,Valencay,E
5560,Valencay,F
5561,Roquefort,D
5562,Roquefort,F
5563,Valencay,C
5564,Gorgonzola,B
5565,Gorgonzola,C
5566,Ricotta,G
5567,Annon,B
5568,Cheddar,E
5569,Ricotta,C
5570,Gorgonzola,H
5571,Camenbert,C
5572,Annon,D
5573,Ricotta,C
5574,Roquefort,B
5575,Annon,H
5576,Ricotta,G
5577,Gorgonzola,E
5578,Brie,G
5579,Annon,D
5580,Gorgonzola,E
5581,Camenbert,G
5582,Camenbert,B
5583,Camenbert,E
5584,Brie,E
5585,Roquefort,E
5586,Gorgonzola,C
5587,Camenbert,F
5588,Brie,D
5589,Annon,C
5590,Annon,B
5591,Roquefort,D
5592,Annon,F
5593,Roquefort,A
5594,Cheddar,B
5595,Camenbert,D
5596,Cheddar,B
5597,Gorgonzola,C
5598,Cheddar,F
5599,Ricotta,C
5600,Valencay,A
5601,Gorgonzola,D
5602,Roquefort,A
5603,Brie,A
5604,Brie,H
5605,Camenbert,D
5606,Camenbert,G
5607,Roquefort,C
5608,Ricotta,A
5609,Brie,B
5610,Gorgonzola,B
5611,Ricotta,G
5612,Ricotta,E
5613,Brie,C
5614,Ricotta,E
5615,Cheddar,H
5616,Cheddar,E
5617,Brie,C
5618,Gorgonzola,B
5619,,C
5620,Roquefort,D
5621,Gorgonzola,E
5622,Brie,E
5623,Cheddar,C
5624,Valencay,C
5625,Cheddar,D
5626,Gorgonzola,E
5627,Ricotta,F
5628,Gorgonzola,E
5629,Annon,E
5630,Roquefort,D
5631,Ricotta,A
5632,Roquefort,E
5633,Gorgonzola,E
5634,Valencay,F
5635,Ricotta,G
5636,,G
5637,Camenbert,C
5638,Ricotta,D
5639,Annon,C
5640,Annon,E
5641,Camenbert,G
5642,Cheddar,D
5643,Camenbert,A
5644,Cheddar,E
5645,Roquefort,F
5646,Gorgonzola,C
5647,Roquefort,F
5648,Annon,D
5649,Cheddar,D
5650,Ricotta,C
5651,Camenbert,G
5652,Camenbert,E
5653,Valencay,E
5654,Brie,E
5655,Roquefort,B
5656,Brie,H
5657,Roquefort,B
5658,Annon,A
5659,Ricotta,E
5660,Ricotta,E
5661,Brie,F
5662,Roquefort,B
5663,Annon,B
5664,Cheddar,G
5665,Camenbert,F
5666,Brie,C
5667,Gorgonzola,C
5668,Cheddar,D
5669,Roquefort,E
5670,Camenbert,B
5671,Roquefort,F
5672,Annon,C
5673,Annon,B
5674,Valencay,B
5675,Gorgonzola,D
5676,Annon,E
5677,Roquefort,E
5678,Gorgonzola,A
5679,Gorgonzola,A
5680,Annon,D
5681,Annon,C
5682,Brie,B
5683,Cheddar,B
5684,Brie,B
5685,Annon,B
5686,Valencay,C
5687,Cheddar,E
5688,Brie,B
5689,Camenbert,B
5690,Ricotta,E
5691,Camenbert,F
5692,Roquefort,A
5693,Camenbert,B
5694,Valencay,E
5695,Cheddar,D
5696,Ricotta,D
5697,Valencay,E
5698,Ricotta,A
5699,,H
5700,Ricotta,A
5701,Valencay,A
5702,Cheddar,A
5703,Brie,B
5704,Ricotta,B
5705,Ricotta,G
5706,Valencay,A
5707,Cheddar,D
5708,Cheddar,E
5709,Roquefort,H
5710,Cheddar,F
5711,Cheddar,H
5712,Annon,D
5713,Camenbert,A
5714,Roquefort,C
5715,Roquefort,F
5716,Cheddar,B
5717,Camenbert,B
5718,Cheddar,E
5719,Valencay,H
5720,Valencay,D
5721,Gorgonzola,F
5722,Ricotta,D
5723,Gorgonzola,A
5724,Annon,B
5725,Valencay,E
5726,Gorgonzola,E
5727,Roquefort,H
5728,Valencay,F
5729,Gorgonzola,D
5730,Annon,H
5731,Cheddar,H
5732,Annon,E
5733,Cheddar,D
5734,Roquefort,F
5735,Brie,E
5736,Roquefort,B
5737,Annon,E
5738,Roquefort,F
5739,Camenbert,D
5740,Annon,E
5741,Cheddar,H
5742,Gorgonzola,C
5743,Ricotta,A
5744,Roquefort,E
5745,Camenbert,H
5746,Annon,A
5747,Roquefort,D
5748,Valencay,F
5749,Annon,H
5750,Cheddar,B
5751,Annon,C
5752,Annon,A
5753,Camenbert,E
5754,Brie,E
5755,Cheddar,A
5756,Cheddar,B
5757,Ricotta,B
5758,Gorgonzola,E
5759,Annon,A
5760,Gorgonzola,G
5761,Valencay,B
5762,Brie,E
5763,Camenbert,A
5764,Valencay,E
5765,Annon,F
5766,Cheddar,H
5767,Annon,C
5768,Brie,H
5769,Roquefort,E
5770,Gorgonzola,A
5771,Valencay,C
5772,Cheddar,E
5773,Annon,C
5774,Ricotta,G
5775,Ricotta,D
5776,Cheddar,E
5777,Valencay,E
5778,Brie,A
5779,Brie,D
5780,Ricotta,B
5781,Roquefort,E
5782,Ricotta,C
5783,Roquefort,F
5784,Brie,F
5785,Roquefort,A
5786,Ricotta,D
5787,Brie,B
5788,Annon,E
5789,Brie,F
5790,Camenbert,E
5791,Brie,B
5792,Camenbert,B
5793,Ricotta,G
5794,Roquefort,D
5795,Annon,B
5796,Gorgonzola,F
5797,Valencay,E
5798,Annon,E
5799,Cheddar,E
5800,Ricotta,A
5801,Cheddar,D
5802,Cheddar,A
5803,Annon,D
5804,Valencay,B
5805,Annon,C
5806,Gorgonzola,F
5807,Roquefort,C
5808,Valencay,C
5809,Ricotta,C
5810,Ricotta,D
5811,Camenbert,A
5812,Valencay,D
5813,Camenbert,A
5814,Roquefort,B
5815,Ricotta,F
5816,Brie,A
5817,Camenbert,F
5818,Ricotta,C
5819,Gorgonzola,D
5820,Gorgonzola,B
5821,Cheddar,A
5822,Valencay,G
5823,Valencay,F
5824,Camenbert,C
5825,Gorgonzola,F
5826,Camenbert,A
5827,Camenbert,F
5828,Valencay,B
5829,Cheddar,C
5830,Gorgonzola,D
5831,Brie,F
5832,Gorgonzola,H
5833,Annon,F
5834,Annon,A
5835,Camenbert,H
5836,Annon,A
5837,Camenbert,F
5838,Gorgonzola,E
5839,Annon,E
5840,Camenbert,G
5841,Roquefort,B
5842,Valencay,D
5843,Camenbert,G
5844,Cheddar,A
5845,Cheddar,C
5846,Valencay,C
5847,Ricotta,C
5848,Cheddar,D
5849,Camenbert,C
5850,Gorgonzola,C
5851,Roquefort,C
5852,Ricotta,E
5853,Annon,B
5854,Camenbert,C
5855,Camenbert,G
5856,Brie,B
5857,Roquefort,F
5858,Annon,B
5859,Ricotta,F
5860,Camenbert,G
5861,Valencay,A
5862,Cheddar,H
5863,Brie,G
5864,Roquefort,F
5865,Annon,H
5866,Brie,G
5867,Gorgonzola,E
5868,Brie,A
5869,Camenbert,C
5870,Camenbert,B
5871,Valencay,E
5872,Roquefort,H
5873,Brie,H
5874,Annon,E
5875,Gorgonzola,H
5876,Roquefort,F
5877,Ricotta,C
5878,Ricotta,B
5879,Ricotta,B
5880,Camenbert,F
5881,Brie,G
5882,Brie,E
5883,Gorgonzola,C
5884,Camenbert,D
5885,Roquefort,G
5886,Camenbert,D
5887,Ricotta,B
5888,Cheddar,G
5889,Gorgonzola,G
5890,Camenbert,B
5891,Gorgonzola,E
5892,Camenbert,E
5893,Roquefort,C
5894,Valencay,D
5895,Brie,G
5896,Valencay,B
5897,Valencay,E
5898,Ricotta,E
5899,Ricotta,D
5900,Valencay,E
5901,Cheddar,B
5902,Brie,E
5903,Cheddar,A
5904,Gorgonzola,D
5905,Valencay,C
5906,Camenbert,A
5907,Roquefort,E
5908,Ricotta,A
5909,Brie,G
5910,Cheddar,E
5911,Ricotta,B
5912,Brie,D
5913,Annon,E
5914,Camenbert,E
5915,Camenbert,E
5916,Gorgonzola,G
5917,Gorgonzola,D
5918,Ricotta,D
5919,Valencay,C
5920,Camenbert,E
5921,Cheddar,E
5922,Cheddar,D
5923,Camenbert,E
5924,Cheddar,D
5925,Ricotta,F
5926,Annon,F
5927,Cheddar,D
5928,Cheddar,D
5929,Cheddar,C
5930,Roquefort,G
5931,Cheddar,F
5932,Brie,E
5933,Annon,F
5934,Roquefort,E
5935,Valencay,H
5936,Annon,E
5937,Camenbert,E
5938,Ricotta,F
5939,Annon,D
5940,Valencay,A
5941,Brie,E
5942,Ricotta,D
5943,Camenbert,E
5944,Cheddar,B
5945,Gorgonzola,C
5946,Gorgonzola,A
5947,Annon,A
5948,Gorgonzola,B
5949,Cheddar,H
5950,Roquefort,G
5951,Cheddar,C
5952,Ricotta,A
5953,Ricotta,D
5954,Cheddar,G
5955,Valencay,C
5956,Valencay,G
5957,Valencay,E
5958,Annon,H
5959,Valencay,B
5960,Roquefort,A
5961,Ricotta,D
5962,Annon,D
5963,Roquefort,E
5964,Ricotta,A
5965,Roquefort,E
5966,Ricotta,E
5967,Ricotta,C
5968,Brie,A
5969,Cheddar,G
5970,Valencay,E
5971,Camenbert,H
5972,Camenbert,B
5973,Roquefort,E
5974,Annon,E
5975,Annon,A
5976,Gorgonzola,B
5977,Valencay,E
5978,Ricotta,E
5979,Cheddar,C
5980,Annon,D
5981,Gorgonzola,A
5982,Cheddar,D
5983,Ricotta,F
5984,Roquefort,H
5985,Valencay,D
5986,Ricotta,C
5987,Camenbert,E
5988,Camenbert,D
5989,Camenbert,F
5990,Gorgonzola,B
5991,Brie,F
5992,Ricotta,H
5993,Camenbert,C
5994,Ricotta,C
5995,Ricotta,G
5996,Gorgonzola,C
5997,Ricotta,E
5998,Brie,E
5999,Ricotta,E
6000,Brie,G
6001,Cheddar,E
6002,Cheddar,D
6003,Camenbert,A
6004,Camenbert,H
6005,Gorgonzola,E
6006,Brie,H
6007,Valencay,D
6008,Cheddar,B
6009,Camenbert,C
6010,Gorgonzola,B
6011,Ricotta,A
6012,Gorgonzola,A
6013,Annon,E
6014,Roquefort,D
6015,Brie,G
6016,Gorgonzola,C
6017,Cheddar,D
6018,Camenbert,H
6019,Annon,D
6020,Annon,D
6021,Cheddar,H
6022,Brie,D
6023,Valencay,E
6024,Gorgonzola,G
6025,Ricotta,C
6026,Annon,E
6027,Camenbert,D
6028,Brie,H
6029,Gorgonzola,G
6030,Brie,G
6031,Ricotta,H
6032,,A
6033,Cheddar,E
6034,Valencay,D
6035,Brie,D
6036,Gorgonzola,C
6037,Gorgonzola,E
6038,Ricotta,F
6039,Brie,F
6040,Gorgonzola,A
6041,Annon,A
6042,Gorgonzola,H
6043,Ricotta,C
6044,Roquefort,C
6045,Gorgonzola,B
6046,Cheddar,B
6047,Cheddar,A
6048,Gorgonzola,F
6049,Valencay,E
6050,Valencay,A
6051,Ricotta,E
6052,Camenbert,B
6053,Gorgonzola,F
6054,Brie,F
6055,Camenbert,E
6056,Ricotta,E
6057,Brie,G
6058,Annon,G
6059,Camenbert,B
6060,Gorgonzola,E
6061,Valencay,E
6062,Camenbert,D
6063,Camenbert,D
6064,Valencay,B
6065,Camenbert,E
6066,Camenbert,B
6067,Gorgonzola,D
6068,Ricotta,D
6069,Brie,B
6070,Annon,G
6071,Cheddar,E
6072,Camenbert,E
6073,Gorgonzola,C
6074,Valencay,F
6075,Annon,D
6076,Gorgonzola,H
6077,Ricotta,G
6078,Roquefort,E
6079,Camenbert,H
6080,Cheddar,E
6081,Brie,H
6082,Camenbert,H
6083,Valencay,E
6084,Brie,G
6085,Brie,G
6086,Camenbert,B
6087,Cheddar,D
6088,Annon,C
6089,Brie,H
6090,Camenbert,E
6091,Annon,D
6092,Annon,G
6093,Ricotta,A
6094,Cheddar,B
6095,Ricotta,B
6096,Camenbert,C
6097,Cheddar,E
6098,Ricotta,C
6099,Brie,A
6100,Cheddar,A
6101,Gorgonzola,C
6102,Gorgonzola,B
6103,Roquefort,B
6104,Brie,D
6105,Annon,E
6106,Cheddar,G
6107,Annon,B
6108,Brie,E
6109,Camenbert,A
6110,Roquefort,D
6111,Brie,F
6112,Ricotta,F
6113,Valencay,F
6114,Annon,A
6115,Valencay,E
6116,Roquefort,G
6117,Brie,B
6118,Cheddar,H
6119,Annon,G
6120,Roquefort,F
6121,Valencay,D
6122,Cheddar,G
6123,Cheddar,B
6124,Camenbert,E
6125,Ricotta,B
6126,Cheddar,G
6127,Ricotta,G
6128,Annon,H
6129,Ricotta,G
6130,Camenbert,F
6131,Ricotta,D
6132,Valencay,E
6133,Annon,C
6134,Gorgonzola,D
6135,Valencay,D
6136,Roquefort,E
6137,Brie,B
6138,Ricotta,H
6139,Cheddar,B
6140,Annon,F
6141,Annon,B
6142,Gorgonzola,D
6143,Ricotta,A
6144,Brie,A
6145,Brie,D
6146,Cheddar,C
6147,Valencay,D
6148,Cheddar,E
6149,Cheddar,E
6150,Ricotta,E
6151,Cheddar,D
6152,Valencay,D
6153,Valencay,A
6154,Cheddar,A
6155,Cheddar,C
6156,Brie,F
6157,Ricotta,G
6158,Roquefort,G
6159,Ricotta,D
6160,Brie,A
6161,Ricotta,C
6162,Brie,E
6163,Gorgonzola,B
6164,Roquefort,D
6165,Brie,H
6166,Roquefort,E
6167,Camenbert,E
6168,Brie,C
6169,Annon,A
6170,Brie,B
6171,Camenbert,B
6172,Cheddar,B
6173,Ricotta,G
6174,Roquefort,G
6175,Brie,E
6176,Gorgonzola,G
6177,Annon,E
6178,Camenbert,B
6179,Valencay,A
6180,Annon,B
6181,Cheddar,G
6182,Valencay,E
6183,Gorgonzola,E
6184,Roquefort,E
6185,Gorgonzola,C
6186,Camenbert,C
6187,Camenbert,H
6188,Valencay,B
6189,Camenbert,B
6190,Gorgonzola,H
6191,Camenbert,D
6192,Roquefort,A
6193,Roquefort,G
6194,Gorgonzola,B
6195,Annon,B
6196,Gorgonzola,G
6197,Camenbert,E
6198,Gorgonzola,C
6199,Cheddar,A
6200,Cheddar,C
6201,Ricotta,C
6202,Annon,D
6203,Cheddar,B
6204,Valencay,H
6205,Camenbert,C
6206,Ricotta,H
6207,Gorgonzola,B
6208,Gorgonzola,C
6209,Gorgonzola,G
6210,Valencay,H
6211,Gorgonzola,D
6212,Camenbert,C
6213,Gorgonzola,C
6214,Brie,E
6215,Cheddar,B
6216,Valencay,C
6217,Roquefort,D
6218,Valencay,C
6219,Annon,B
6220,Ricotta,C
6221,Roquefort,B
6222,Cheddar,F
6223,Camenbert,A
6224,Annon,G
6225,Brie,A
6226,,E
6227,Roquefort,H
6228,Annon,D
6229,Annon,A
6230,Camenbert,F
6231,Ricotta,F
6232,Cheddar,H
6233,Cheddar,A
6234,Valencay,G
6235,Gorgonzola,D
6236,Ricotta,A
6237,Annon,G
6238,Cheddar,G
6239,Valencay,C
6240,Valencay,C
6241,Gorgonzola,C
6242,Annon,D
6243,Camenbert,A
6244,Cheddar,H
6245,Camenbert,B
6246,Cheddar,E
6247,Gorgonzola,E
6248,Roquefort,D
6249,Ricotta,G
6250,Valencay,G
6251,Gorgonzola,C
6252,Brie,F
6253,Cheddar,B
6254,Annon,D
6255,Ricotta,H
6256,Cheddar,B
6257,Ricotta,H
6258,Annon,B
6259,Camenbert,D
6260,Cheddar,E
6261,Ricotta,C
6262,Gorgonzola,G
6263,Cheddar,C
6264,Brie,A
6265,Roquefort,A
6266,Camenbert,F
6267,Roquefort,B
6268,Camenbert,C
6269,Annon,D
6270,Annon,C
6271,Annon,G
6272,Annon,D
6273,Valencay,E
6274,Brie,C
6275,Annon,D
6276,Valencay,A
6277,Ricotta,D
6278,Brie,D
6279,Brie,A
6280,Cheddar,E
6281,Camenbert,C
6282,Annon,D
6283,Gorgonzola,H
6284,Annon,A
6285,Brie,B
6286,Ricotta,F
6287,Roquefort,C
6288,Roquefort,B
6289,Camenbert,F
6290,Annon,D
6291,Cheddar,H
6292,Brie,C
6293,Cheddar,E
6294,Cheddar,A
6295,Cheddar,D
6296,Valencay,H
6297,Camenbert,C
6298,Valencay,H
6299,Brie,C
6300,Roquefort,E
6301,Roquefort,B
6302,Brie,E
6303,Ricotta,B
6304,Camenbert,B
6305,Gorgonzola,B
6306,Valencay,A
6307,Roquefort,E
6308,Gorgonzola,D
6309,Brie,C
6310,Cheddar,H
6311,Roquefort,C
6312,Ricotta,F
6313,Gorgonzola,E
6314,Camenbert,A
6315,,G
6316,Annon,D
6317,Cheddar,G
6318,Ricotta,D
6319,Annon,C
6320,Camenbert,E
6321,Cheddar,E
6322,Annon,D
6323,Roquefort,B
6324,Valencay,E
6325,Brie,E
6326,Ricotta,F
6327,Roquefort,D
6328,Ricotta,A
6329,Roquefort,D
6330,Gorgonzola,D
6331,Valencay,B
6332,Gorgonzola,F
6333,Brie,E
6334,Annon,E
6335,Gorgonzola,E
6336,Ricotta,F
6337,Annon,H
6338,Brie,E
6339,Brie,G
6340,Gorgonzola,A
6341,Camenbert,F
6342,Ricotta,G
6343,Brie,D
6344,Brie,B
6345,Annon,D
6346,Annon,A
6347,Gorgonzola,E
6348,Brie,H
6349,Camenbert,C
6350,Camenbert,G
6351,Gorgonzola,E
6352,Roquefort,H
6353,Cheddar,G
6354,Camenbert,D
6355,Cheddar,B
6356,Valencay,E
6357,Annon,C
6358,Valencay,B
6359,Brie,C
6360,Gorgonzola,C
6361,Annon,C
6362,Ricotta,D
6363,Camenbert,E
6364,Camenbert,C
6365,,C
6366,Annon,C
6367,Camenbert,B
6368,Ricotta,C
6369,Roquefort,D
6370,Valencay,D
6371,Roquefort,A
6372,Gorgonzola,A
6373,Cheddar,D
6374,Annon,D
6375,Ricotta,C
6376,Ricotta,B
6377,Camenbert,H
6378,Annon,D
6379,Roquefort,D
6380,Roquefort,F
6381,Valencay,F
6382,Gorgonzola,D
6383,Camenbert,E
6384,Camenbert,E
6385,Brie,D
6386,Camenbert,B
6387,Camenbert,E
6388,Annon,A
6389,Gorgonzola,G
6390,Cheddar,B
6391,Cheddar,D
6392,Roquefort,G
6393,Ricotta,C
6394,Ricotta,B
6395,Gorgonzola,A
6396,Roquefort,D
6397,Valencay,F
6398,Gorgonzola,H
6399,Ricotta,D
6400,Cheddar,C
6401,Camenbert,D
6402,Camenbert,A
6403,Annon,D
6404,Ricotta,F
6405,Camenbert,E
6406,Ricotta,H
6407,Brie,D
6408,Roquefort,F
6409,Gorgonzola,A
6410,Valencay,E
6411,Valencay,E
6412,Ricotta,G
6413,Gorgonzola,E
6414,Cheddar,B
6415,Ricotta,D
6416,Brie,B
6417,Camenbert,G
6418,Ricotta,G
6419,Roquefort,F
6420,Camenbert,A
6421,Ricotta,E
6422,Roquefort,E
6423,Gorgonzola,B
6424,Roquefort,A
6425,Gorgonzola,H
6426,Cheddar,E
6427,Annon,D
6428,Ricotta,C
6429,Camenbert,C
6430,Brie,E
6431,Roquefort,B
6432,Gorgonzola,E
6433,Gorgonzola,B
6434,Ricotta,E
6435,Valencay,H
6436,Annon,A
6437,Brie,D
6438,Cheddar,E
6439,Camenbert,E
6440,Camenbert,C
6441,Ricotta,H
6442,Roquefort,E
6443,Brie,C
6444,Cheddar,D
6445,Roquefort,E
6446,Ricotta,F
6447,Valencay,E
6448,Annon,G
6449,Ricotta,A
6450,Cheddar,B
6451,Ricotta,D
6452,Camenbert,G
6453,Brie,C
6454,Roquefort,C
6455,Roquefort,H
6456,Valencay,C
6457,Gorgonzola,H
6458,Brie,C
6459,Ricotta,F
6460,Camenbert,A
6461,Valencay,C
6462,Annon,B
6463,Roquefort,B
6464,Brie,E
6465,Gorgonzola,G
6466,Cheddar,A
6467,Camenbert,B
6468,Roquefort,B
6469,,E
6470,Ricotta,C
6471,Cheddar,C
6472,,C
6473,Ricotta,G
6474,Roquefort,E
6475,Cheddar,C
6476,Cheddar,D
6477,Brie,B
6478,Cheddar,E
6479,Gorgonzola,A
6480,Annon,B
6481,Annon,D
6482,Roquefort,C
6483,Brie,D
6484,Gorgonzola,H
6485,Brie,B
6486,Gorgonzola,B
6487,Brie,D
6488,Roquefort,F
6489,Annon,D
6490,Gorgonzola,E
6491,Gorgonzola,F
6492,Roquefort,E
6493,Annon,B
6494,Ricotta,G
6495,Ricotta,D
6496,Camenbert,E
6497,Ricotta,A
6498,Brie,D
6499,Cheddar,G
6500,Gorgonzola,F
6501,Cheddar,H
6502,Gorgonzola,E
6503,Ricotta,E
6504,Cheddar,E
6505,Camenbert,G
6506,Valencay,E
6507,Gorgonzola,C
6508,Cheddar,F
6509,Camenbert,D
6510,Camenbert,H
6511,Valencay,E
6512,Roquefort,B
6513,Brie,H
6514,Gorgonzola,E
6515,Valencay,E
6516,Cheddar,H
6517,Cheddar,B
6518,Annon,F
6519,Ricotta,B
6520,Camenbert,C
6521,Valencay,A
6522,Annon,F
6523,Brie,F
6524,Gorgonzola,D
6525,Gorgonzola,C
6526,Gorgonzola,A
6527,Gorgonzola,D
6528,Ricotta,G
6529,Valencay,B
6530,Cheddar,H
6531,Roquefort,F
6532,Ricotta,D
6533,Ricotta,E
6534,Brie,H
6535,Cheddar,D
6536,Gorgonzola,D
6537,Roquefort,E
6538,Roquefort,D
6539,Brie,D
6540,Camenbert,D
6541,Valencay,E
6542,Valencay,E
6543,Roquefort,C
6544,Roquefort,E
6545,Gorgonzola,A
6546,Ricotta,D
6547,Roquefort,B
6548,Roquefort,C
6549,Ricotta,H
6550,Brie,D
6551,Cheddar,A
6552,Camenbert,E
6553,Cheddar,A
6554,Brie,B
6555,Gorgonzola,D
6556,Cheddar,G
6557,Valencay,F
6558,Gorgonzola,E
6559,Ricotta,G
6560,Cheddar,G
6561,Cheddar,A
6562,Gorgonzola,B
6563,Valencay,F
6564,Roquefort,H
6565,Ricotta,F
6566,Ricotta,E
6567,Annon,B
6568,Ricotta,A
6569,Gorgonzola,H
6570,Camenbert,A
6571,Cheddar,E
6572,Brie,B
6573,Camenbert,D
6574,Valencay,F
6575,Ricotta,E
6576,Gorgonzola,B
6577,Roquefort,G
6578,Annon,H
6579,Camenbert,F
6580,Gorgonzola,F
6581,Roquefort,E
6582,Camenbert,F
6583,Cheddar,A
6584,Roquefort,D
6585,Annon,B
6586,Ricotta,E
6587,Brie,D
6588,Ricotta,G
6589,Valencay,B
6590,Roquefort,H
6591,Cheddar,F
6592,Valencay,F
6593,Valencay,A
6594,Valencay,B
6595,Brie,D
6596,Brie,A
6597,Gorgonzola,B
6598,Brie,B
6599,Brie,F
6600,Brie,G
6601,Valencay,E
6602,Camenbert,G
6603,Cheddar,C
6604,Brie,D
6605,Camenbert,B
6606,Gorgonzola,C
6607,Annon,D
6608,Ricotta,E
6609,Valencay,E
6610,Annon,E
6611,Annon,F
6612,Ricotta,D
6613,Valencay,E
6614,Cheddar,C
6615,Roquefort,E
6616,Annon,E
6617,Gorgonzola,H
6618,Annon,D
6619,Valencay,D
6620,Roquefort,E
6621,Camenbert,C
6622,Valencay,F
6623,Valencay,G
6624,Cheddar,E
6625,Brie,E
6626,Gorgonzola,D
6627,Brie,E
6628,Gorgonzola,E
6629,Valencay,B
6630,Ricotta,E
6631,Ricotta,C
6632,Cheddar,H
6633,Camenbert,H
6634,Brie,B
6635,Ricotta,E
6636,Gorgonzola,A
6637,Brie,B
6638,Valencay,A
6639,Brie,D
6640,Brie,A
6641,Annon,D
6642,Brie,G
6643,Annon,D
6644,Camenbert,A
6645,Valencay,C
6646,Valencay,B
6647,Roquefort,B
6648,Camenbert,C
6649,Roquefort,H
6650,Ricotta,D
6651,Ricotta,C
6652,Valencay,D
6653,Brie,H
6654,Cheddar,F
6655,Gorgonzola,G
6656,Ricotta,D
6657,Valencay,C
6658,Gorgonzola,B
6659,Roquefort,C
6660,Roquefort,H
6661,Gorgonzola,G
6662,Ricotta,B
6663,Annon,E
6664,Annon,A
6665,Camenbert,E
6666,Cheddar,D
6667,Roquefort,B
6668,Ricotta,D
6669,Annon,H
6670,Cheddar,G
6671,Camenbert,C
6672,Gorgonzola,E
6673,Brie,G
6674,Camenbert,G
6675,Gorgonzola,G
6676,Cheddar,G
6677,Camenbert,A
6678,Valencay,C
6679,Camenbert,D
6680,Valencay,E
6681,Ricotta,G
6682,Brie,E
6683,Annon,A
6684,Ricotta,D
6685,Camenbert,E
6686,Ricotta,G
6687,Ricotta,G
6688,Roquefort,B
6689,Ricotta,F
6690,Valencay,H
6691,Camenbert,H
6692,Gorgonzola,F
6693,Camenbert,C
6694,Valencay,D
6695,Camenbert,F
6696,Gorgonzola,A
6697,Roquefort,G
