seq,prefer,frequency,wineFrequency
844,±Ì¿Ã∞®,4,2
845,±Ì¿Ã∞®,3,1
846,±Ì¿Ã∞®,2,1
847,¥Áµµ,4,1
848,¥Áµµ,5,4
849,±Ì¿Ã∞®,3,1
850,¥Áµµ,2,1
851,±Ì¿Ã∞®,1,1
852,¥Áµµ,2,1
853,±Ì¿Ã∞®,3,2
854,¥Áµµ,2,1
855,±Ì¿Ã∞®,2,1
856,±Ì¿Ã∞®,1,1
857,±Ì¿Ã∞®,1,1
858,±Ì¿Ã∞®,2,1
859,¥Áµµ,3,2
860,¥Áµµ,3,2
861,±Ì¿Ã∞®,3,2
862,±Ì¿Ã∞®,1,1
863,±Ì¿Ã∞®,1,1
864,¥Áµµ,2,1
865,±Ì¿Ã∞®,2,1
866,¥Áµµ,1,1
867,±Ì¿Ã∞®,3,1
868,¥Áµµ,2,1
869,±Ì¿Ã∞®,2,1
870,±Ì¿Ã∞®,2,1
871,±Ì¿Ã∞®,2,1
872,±Ì¿Ã∞®,1,1
873,¥Áµµ,3,2
874,±Ì¿Ã∞®,1,1
875,±Ì¿Ã∞®,3,1
876,±Ì¿Ã∞®,3,1
877,±Ì¿Ã∞®,2,1
878,¥Áµµ,2,1
879,±Ì¿Ã∞®,2,1
880,±Ì¿Ã∞®,1,1
881,¥Áµµ,2,1
882,±Ì¿Ã∞®,2,1
883,±Ì¿Ã∞®,3,2
884,¥Áµµ,2,1
885,¥Áµµ,1,1
886,¥Áµµ,2,1
887,¥Áµµ,2,1
888,¥Áµµ,3,1
889,±Ì¿Ã∞®,3,2
890,¥Áµµ,2,1
891,±Ì¿Ã∞®,1,1
892,±Ì¿Ã∞®,1,1
893,±Ì¿Ã∞®,4,1
894,¥Áµµ,2,1
895,¥Áµµ,3,2
896,¥Áµµ,1,1
897,±Ì¿Ã∞®,2,1
898,¥Áµµ,3,1
899,±Ì¿Ã∞®,1,1
900,¥Áµµ,1,1
901,±Ì¿Ã∞®,4,3
902,¥Áµµ,3,2
903,±Ì¿Ã∞®,1,1
904,¥Áµµ,1,1
905,±Ì¿Ã∞®,3,2
906,¥Áµµ,2,1
907,¥Áµµ,2,1
908,±Ì¿Ã∞®,2,1
909,±Ì¿Ã∞®,1,1
910,±Ì¿Ã∞®,3,1
911,¥Áµµ,3,2
912,±Ì¿Ã∞®,6,3
913,¥Áµµ,2,1
914,±Ì¿Ã∞®,4,2
915,±Ì¿Ã∞®,3,2
916,±Ì¿Ã∞®,1,1
917,±Ì¿Ã∞®,2,1
918,±Ì¿Ã∞®,5,2
919,¥Áµµ,2,1
920,¥Áµµ,3,2
921,±Ì¿Ã∞®,1,1
922,¥Áµµ,2,1
923,¥Áµµ,1,1
924,±Ì¿Ã∞®,2,1
925,¥Áµµ,3,1
926,¥Áµµ,3,2
927,¥Áµµ,2,1
928,±Ì¿Ã∞®,2,1
929,±Ì¿Ã∞®,1,1
930,±Ì¿Ã∞®,3,1
931,¥Áµµ,2,1
932,±Ì¿Ã∞®,2,1
933,¥Áµµ,2,1
934,±Ì¿Ã∞®,5,1
935,±Ì¿Ã∞®,3,1
936,±Ì¿Ã∞®,2,1
937,±Ì¿Ã∞®,2,1
938,±Ì¿Ã∞®,2,1
939,±Ì¿Ã∞®,5,4
940,±Ì¿Ã∞®,1,1
941,¥Áµµ,1,1
942,±Ì¿Ã∞®,3,2
943,¥Áµµ,3,2
944,±Ì¿Ã∞®,2,1
945,±Ì¿Ã∞®,2,1
946,±Ì¿Ã∞®,2,1
947,±Ì¿Ã∞®,3,1
948,¥Áµµ,3,2
949,¥Áµµ,3,1
950,±Ì¿Ã∞®,4,3
951,±Ì¿Ã∞®,1,1
952,¥Áµµ,2,1
953,±Ì¿Ã∞®,3,1
954,¥Áµµ,1,1
955,±Ì¿Ã∞®,2,1
956,±Ì¿Ã∞®,4,2
957,¥Áµµ,1,1
958,¥Áµµ,4,3
959,±Ì¿Ã∞®,1,1
960,¥Áµµ,2,1
961,±Ì¿Ã∞®,1,1
962,±Ì¿Ã∞®,2,1
963,¥Áµµ,4,2
964,¥Áµµ,1,1
965,±Ì¿Ã∞®,4,2
966,±Ì¿Ã∞®,1,1
967,¥Áµµ,3,1
968,¥Áµµ,2,1
969,±Ì¿Ã∞®,2,1
970,¥Áµµ,3,1
971,¥Áµµ,3,2
972,¥Áµµ,3,1
973,¥Áµµ,3,2
974,±Ì¿Ã∞®,2,1
975,±Ì¿Ã∞®,2,1
976,±Ì¿Ã∞®,3,2
977,¥Áµµ,3,1
978,±Ì¿Ã∞®,2,1
979,¥Áµµ,3,2
980,±Ì¿Ã∞®,3,1
981,¥Áµµ,4,2
982,¥Áµµ,1,1
983,±Ì¿Ã∞®,2,1
984,¥Áµµ,4,3
985,¥Áµµ,2,1
986,¥Áµµ,3,2
987,±Ì¿Ã∞®,3,2
988,¥Áµµ,1,1
989,¥Áµµ,4,3
990,±Ì¿Ã∞®,3,2
991,±Ì¿Ã∞®,2,1
992,¥Áµµ,1,1
993,¥Áµµ,2,1
994,¥Áµµ,1,1
995,¥Áµµ,3,2
996,±Ì¿Ã∞®,5,3
997,±Ì¿Ã∞®,4,3
998,±Ì¿Ã∞®,2,1
999,¥Áµµ,5,1
1000,¥Áµµ,2,1
1001,¥Áµµ,4,3
1002,¥Áµµ,1,1
1003,¥Áµµ,2,1
1004,¥Áµµ,2,1
1005,¥Áµµ,3,1
1006,±Ì¿Ã∞®,4,1
1007,±Ì¿Ã∞®,1,1
1008,¥Áµµ,4,1
1009,±Ì¿Ã∞®,1,1
1010,¥Áµµ,2,1
1011,±Ì¿Ã∞®,3,1
1012,±Ì¿Ã∞®,3,2
1013,±Ì¿Ã∞®,3,1
1014,±Ì¿Ã∞®,3,1
1015,±Ì¿Ã∞®,3,2
1016,±Ì¿Ã∞®,1,1
1017,¥Áµµ,2,1
1018,±Ì¿Ã∞®,2,1
1019,±Ì¿Ã∞®,5,2
1020,±Ì¿Ã∞®,1,1
1021,¥Áµµ,4,1
1022,±Ì¿Ã∞®,1,1
1023,±Ì¿Ã∞®,4,3
1024,¥Áµµ,4,2
1025,±Ì¿Ã∞®,1,1
1026,¥Áµµ,5,1
1027,±Ì¿Ã∞®,3,2
1028,¥Áµµ,6,3
1029,¥Áµµ,3,1
1030,¥Áµµ,3,2
1031,±Ì¿Ã∞®,3,2
1032,¥Áµµ,3,2
1033,¥Áµµ,3,1
1034,¥Áµµ,1,1
1035,¥Áµµ,3,1
1036,±Ì¿Ã∞®,0,0
1037,¥Áµµ,4,1
1038,¥Áµµ,2,1
1039,±Ì¿Ã∞®,5,4
1040,¥Áµµ,3,1
1041,±Ì¿Ã∞®,2,1
1042,¥Áµµ,1,1
1043,¥Áµµ,5,4
1044,±Ì¿Ã∞®,2,1
1045,±Ì¿Ã∞®,3,2
1046,¥Áµµ,2,1
1047,¥Áµµ,1,1
1048,¥Áµµ,3,1
1049,±Ì¿Ã∞®,4,1
1050,±Ì¿Ã∞®,2,1
1051,±Ì¿Ã∞®,1,1
1052,¥Áµµ,3,2
1053,¥Áµµ,2,1
1054,±Ì¿Ã∞®,3,2
1055,±Ì¿Ã∞®,1,1
1056,±Ì¿Ã∞®,6,4
1057,¥Áµµ,3,2
1058,¥Áµµ,3,1
1059,±Ì¿Ã∞®,3,2
1060,¥Áµµ,3,2
1061,±Ì¿Ã∞®,1,1
1062,±Ì¿Ã∞®,3,1
1063,±Ì¿Ã∞®,2,1
1064,¥Áµµ,3,1
1065,±Ì¿Ã∞®,2,1
1066,±Ì¿Ã∞®,5,4
1067,±Ì¿Ã∞®,1,1
1068,¥Áµµ,4,3
1069,¥Áµµ,0,0
1070,¥Áµµ,3,1
1071,¥Áµµ,2,1
1072,±Ì¿Ã∞®,3,2
1073,¥Áµµ,1,1
1074,±Ì¿Ã∞®,2,1
1075,±Ì¿Ã∞®,2,1
1076,¥Áµµ,2,1
1077,±Ì¿Ã∞®,2,1
1078,±Ì¿Ã∞®,3,2
1079,±Ì¿Ã∞®,1,1
1080,±Ì¿Ã∞®,2,1
1081,±Ì¿Ã∞®,3,2
1082,¥Áµµ,3,2
1083,¥Áµµ,2,1
1084,±Ì¿Ã∞®,1,1
1085,¥Áµµ,2,1
1086,¥Áµµ,2,1
1087,±Ì¿Ã∞®,1,1
1088,¥Áµµ,1,1
1089,¥Áµµ,4,1
1090,¥Áµµ,1,1
1091,±Ì¿Ã∞®,3,1
1092,±Ì¿Ã∞®,3,1
1093,¥Áµµ,2,1
1094,¥Áµµ,4,1
1095,±Ì¿Ã∞®,1,1
1096,¥Áµµ,4,1
1097,¥Áµµ,3,2
1098,¥Áµµ,1,1
1099,±Ì¿Ã∞®,1,1
1100,±Ì¿Ã∞®,1,1
1101,¥Áµµ,2,1
1102,±Ì¿Ã∞®,3,2
1103,¥Áµµ,2,1
1104,¥Áµµ,3,1
1105,¥Áµµ,3,1
1106,¥Áµµ,3,2
1107,±Ì¿Ã∞®,2,1
1108,±Ì¿Ã∞®,3,1
1109,¥Áµµ,3,2
1110,¥Áµµ,2,1
1111,±Ì¿Ã∞®,4,3
1112,±Ì¿Ã∞®,5,4
1113,±Ì¿Ã∞®,2,1
1114,¥Áµµ,3,2
1115,±Ì¿Ã∞®,3,1
1116,¥Áµµ,3,2
1117,±Ì¿Ã∞®,2,1
1118,±Ì¿Ã∞®,3,1
1119,¥Áµµ,3,1
1120,¥Áµµ,1,1
1121,±Ì¿Ã∞®,1,1
1122,¥Áµµ,2,1
1123,±Ì¿Ã∞®,3,1
1124,±Ì¿Ã∞®,5,4
1125,±Ì¿Ã∞®,1,1
1126,±Ì¿Ã∞®,2,1
1127,±Ì¿Ã∞®,2,1
1128,¥Áµµ,3,1
1129,¥Áµµ,1,1
1130,±Ì¿Ã∞®,2,1
1131,¥Áµµ,3,1
1132,±Ì¿Ã∞®,4,2
1133,¥Áµµ,5,4
1134,¥Áµµ,2,1
1135,¥Áµµ,2,1
1136,±Ì¿Ã∞®,4,3
1137,¥Áµµ,3,2
1138,±Ì¿Ã∞®,2,1
1139,±Ì¿Ã∞®,2,1
1140,±Ì¿Ã∞®,3,2
1141,¥Áµµ,1,1
1142,±Ì¿Ã∞®,1,1
1143,±Ì¿Ã∞®,1,1
1144,¥Áµµ,1,1
1145,±Ì¿Ã∞®,3,1
1146,¥Áµµ,2,1
1147,±Ì¿Ã∞®,2,1
1148,¥Áµµ,4,3
1149,±Ì¿Ã∞®,4,1
1150,¥Áµµ,2,1
1151,¥Áµµ,2,1
1152,±Ì¿Ã∞®,3,2
1153,±Ì¿Ã∞®,2,1
1154,±Ì¿Ã∞®,3,1
1155,±Ì¿Ã∞®,2,1
1156,±Ì¿Ã∞®,3,1
1157,±Ì¿Ã∞®,2,1
1158,¥Áµµ,1,1
1159,¥Áµµ,3,2
1160,¥Áµµ,4,3
1161,¥Áµµ,4,2
1162,¥Áµµ,1,1
1163,±Ì¿Ã∞®,2,1
1164,±Ì¿Ã∞®,5,4
1165,±Ì¿Ã∞®,3,1
1166,¥Áµµ,3,2
1167,¥Áµµ,1,1
1168,±Ì¿Ã∞®,3,2
1169,±Ì¿Ã∞®,1,1
1170,±Ì¿Ã∞®,1,1
1171,¥Áµµ,4,2
1172,¥Áµµ,2,1
1173,±Ì¿Ã∞®,2,1
1174,¥Áµµ,3,1
1175,¥Áµµ,2,1
1176,±Ì¿Ã∞®,2,1
1177,±Ì¿Ã∞®,1,1
1178,±Ì¿Ã∞®,3,1
1179,±Ì¿Ã∞®,2,1
1180,±Ì¿Ã∞®,2,1
1181,±Ì¿Ã∞®,3,1
1182,¥Áµµ,3,1
1183,¥Áµµ,2,1
1184,¥Áµµ,2,1
1185,±Ì¿Ã∞®,3,1
1186,¥Áµµ,1,1
1187,¥Áµµ,6,2
1188,¥Áµµ,1,1
1189,±Ì¿Ã∞®,2,1
1190,¥Áµµ,1,1
1191,¥Áµµ,3,2
1192,±Ì¿Ã∞®,3,1
1193,±Ì¿Ã∞®,2,1
1194,¥Áµµ,3,1
1195,±Ì¿Ã∞®,1,1
1196,±Ì¿Ã∞®,2,1
1197,±Ì¿Ã∞®,2,1
1198,±Ì¿Ã∞®,2,1
1199,±Ì¿Ã∞®,2,1
1200,±Ì¿Ã∞®,3,2
1201,±Ì¿Ã∞®,1,1
1202,¥Áµµ,1,1
1203,±Ì¿Ã∞®,2,1
1204,¥Áµµ,2,1
1205,±Ì¿Ã∞®,1,1
1206,±Ì¿Ã∞®,3,1
1207,¥Áµµ,2,1
1208,±Ì¿Ã∞®,3,2
1209,±Ì¿Ã∞®,3,2
1210,¥Áµµ,2,1
1211,¥Áµµ,4,3
1212,±Ì¿Ã∞®,1,1
1213,±Ì¿Ã∞®,2,1
1214,¥Áµµ,1,1
1215,±Ì¿Ã∞®,2,1
1216,±Ì¿Ã∞®,1,1
1217,±Ì¿Ã∞®,2,1
1218,±Ì¿Ã∞®,3,1
1219,¥Áµµ,4,1
1220,±Ì¿Ã∞®,1,1
1221,±Ì¿Ã∞®,1,1
1222,¥Áµµ,4,3
1223,¥Áµµ,3,2
1224,±Ì¿Ã∞®,2,1
1225,±Ì¿Ã∞®,1,1
1226,±Ì¿Ã∞®,3,1
1227,±Ì¿Ã∞®,2,1
1228,¥Áµµ,3,1
1229,±Ì¿Ã∞®,1,1
1230,¥Áµµ,3,2
1231,¥Áµµ,1,1
1232,¥Áµµ,2,1
1233,¥Áµµ,1,1
1234,±Ì¿Ã∞®,3,2
1235,±Ì¿Ã∞®,2,1
1236,¥Áµµ,4,1
1237,¥Áµµ,1,1
1238,±Ì¿Ã∞®,3,2
1239,±Ì¿Ã∞®,6,3
1240,±Ì¿Ã∞®,2,1
1241,¥Áµµ,2,1
1242,¥Áµµ,1,1
1243,±Ì¿Ã∞®,2,1
1244,±Ì¿Ã∞®,3,2
1245,¥Áµµ,3,2
1246,¥Áµµ,2,1
1247,¥Áµµ,4,1
1248,±Ì¿Ã∞®,5,2
1249,±Ì¿Ã∞®,1,1
1250,¥Áµµ,2,1
1251,¥Áµµ,2,1
1252,±Ì¿Ã∞®,3,1
1253,±Ì¿Ã∞®,5,1
1254,¥Áµµ,3,2
1255,¥Áµµ,3,2
1256,¥Áµµ,5,3
1257,±Ì¿Ã∞®,3,1
1258,¥Áµµ,1,1
1259,±Ì¿Ã∞®,2,1
1260,±Ì¿Ã∞®,3,2
1261,¥Áµµ,4,1
1262,±Ì¿Ã∞®,4,3
1263,¥Áµµ,3,2
1264,¥Áµµ,1,1
1265,¥Áµµ,2,1
1266,±Ì¿Ã∞®,3,1
1267,±Ì¿Ã∞®,3,1
1268,¥Áµµ,2,1
1269,±Ì¿Ã∞®,3,1
1270,¥Áµµ,2,1
1271,¥Áµµ,1,1
1272,¥Áµµ,4,1
1273,±Ì¿Ã∞®,3,1
1274,±Ì¿Ã∞®,2,1
1275,±Ì¿Ã∞®,2,1
1276,±Ì¿Ã∞®,2,1
1277,¥Áµµ,2,1
1278,±Ì¿Ã∞®,3,1
1279,±Ì¿Ã∞®,2,1
1280,¥Áµµ,2,1
1281,±Ì¿Ã∞®,0,0
1282,¥Áµµ,1,1
1283,±Ì¿Ã∞®,2,1
1284,¥Áµµ,2,1
1285,¥Áµµ,2,1
1286,¥Áµµ,3,1
1287,¥Áµµ,2,1
1288,¥Áµµ,2,1
1289,¥Áµµ,3,2
1290,¥Áµµ,3,1
1291,±Ì¿Ã∞®,3,2
1292,¥Áµµ,2,1
1293,±Ì¿Ã∞®,1,1
1294,±Ì¿Ã∞®,2,1
1295,±Ì¿Ã∞®,2,1
1296,¥Áµµ,2,1
1297,¥Áµµ,4,2
1298,±Ì¿Ã∞®,3,1
1299,±Ì¿Ã∞®,2,1
1300,¥Áµµ,2,1
1301,±Ì¿Ã∞®,2,1
1302,±Ì¿Ã∞®,4,1
1303,±Ì¿Ã∞®,2,1
1304,±Ì¿Ã∞®,5,1
1305,±Ì¿Ã∞®,2,1
1306,±Ì¿Ã∞®,1,1
1307,¥Áµµ,1,1
1308,¥Áµµ,3,1
1309,±Ì¿Ã∞®,1,1
1310,¥Áµµ,4,2
1311,±Ì¿Ã∞®,4,3
1312,¥Áµµ,2,1
1313,¥Áµµ,2,1
1314,±Ì¿Ã∞®,1,1
1315,¥Áµµ,6,1
1316,¥Áµµ,3,2
1317,±Ì¿Ã∞®,1,1
1318,¥Áµµ,3,1
1319,¥Áµµ,1,1
1320,¥Áµµ,2,1
1321,±Ì¿Ã∞®,3,2
1322,±Ì¿Ã∞®,1,1
1323,±Ì¿Ã∞®,2,1
1324,±Ì¿Ã∞®,1,1
1325,¥Áµµ,2,1
1326,¥Áµµ,2,1
1327,±Ì¿Ã∞®,2,1
1328,¥Áµµ,2,1
1329,±Ì¿Ã∞®,2,1
1330,¥Áµµ,2,1
1331,±Ì¿Ã∞®,1,1
1332,¥Áµµ,1,1
1333,±Ì¿Ã∞®,5,3
1334,±Ì¿Ã∞®,2,1
1335,±Ì¿Ã∞®,2,1
1336,±Ì¿Ã∞®,5,2
1337,¥Áµµ,3,2
1338,±Ì¿Ã∞®,5,1
1339,±Ì¿Ã∞®,4,3
1340,¥Áµµ,1,1
1341,±Ì¿Ã∞®,1,1
1342,¥Áµµ,3,1
1343,±Ì¿Ã∞®,1,1
1344,±Ì¿Ã∞®,2,1
1345,±Ì¿Ã∞®,4,1
1346,±Ì¿Ã∞®,2,1
1347,±Ì¿Ã∞®,2,1
1348,±Ì¿Ã∞®,2,1
1349,±Ì¿Ã∞®,4,3
1350,±Ì¿Ã∞®,5,4
1351,±Ì¿Ã∞®,7,1
1352,¥Áµµ,2,1
1353,±Ì¿Ã∞®,2,1
1354,±Ì¿Ã∞®,3,2
1355,¥Áµµ,2,1
1356,¥Áµµ,1,1
1357,¥Áµµ,3,2
1358,±Ì¿Ã∞®,3,1
1359,±Ì¿Ã∞®,3,2
1360,±Ì¿Ã∞®,3,1
1361,±Ì¿Ã∞®,3,2
1362,±Ì¿Ã∞®,2,1
1363,¥Áµµ,3,1
1364,±Ì¿Ã∞®,2,1
1365,¥Áµµ,2,1
1366,±Ì¿Ã∞®,1,1
1367,¥Áµµ,1,1
1368,¥Áµµ,2,1
1369,¥Áµµ,2,1
1370,±Ì¿Ã∞®,2,1
1371,±Ì¿Ã∞®,2,1
1372,±Ì¿Ã∞®,5,3
1373,¥Áµµ,1,1
1374,¥Áµµ,5,2
1375,±Ì¿Ã∞®,2,1
1376,±Ì¿Ã∞®,2,1
1377,±Ì¿Ã∞®,3,1
1378,±Ì¿Ã∞®,4,2
1379,±Ì¿Ã∞®,3,2
1380,¥Áµµ,4,2
1381,±Ì¿Ã∞®,3,1
1382,¥Áµµ,2,1
1383,¥Áµµ,1,1
1384,±Ì¿Ã∞®,3,2
1385,¥Áµµ,1,1
1386,±Ì¿Ã∞®,4,3
1387,±Ì¿Ã∞®,4,2
1388,±Ì¿Ã∞®,3,2
1389,¥Áµµ,3,1
1390,±Ì¿Ã∞®,3,2
1391,±Ì¿Ã∞®,5,1
1392,¥Áµµ,2,1
1393,¥Áµµ,2,1
1394,¥Áµµ,2,1
1395,±Ì¿Ã∞®,5,1
1396,±Ì¿Ã∞®,1,1
1397,±Ì¿Ã∞®,1,1
1398,¥Áµµ,2,1
1399,¥Áµµ,3,2
1400,±Ì¿Ã∞®,1,1
1401,±Ì¿Ã∞®,3,1
1402,±Ì¿Ã∞®,4,3
1403,¥Áµµ,2,1
1404,¥Áµµ,2,1
1405,¥Áµµ,1,1
1406,±Ì¿Ã∞®,4,3
1407,±Ì¿Ã∞®,2,1
1408,±Ì¿Ã∞®,2,1
1409,±Ì¿Ã∞®,2,1
1410,¥Áµµ,2,1
1411,¥Áµµ,3,2
1412,¥Áµµ,1,1
1413,¥Áµµ,2,1
1414,±Ì¿Ã∞®,2,1
1415,±Ì¿Ã∞®,4,2
1416,±Ì¿Ã∞®,3,1
1417,±Ì¿Ã∞®,4,3
1418,¥Áµµ,1,1
1419,±Ì¿Ã∞®,2,1
1420,¥Áµµ,5,2
1421,±Ì¿Ã∞®,1,1
1422,¥Áµµ,3,2
1423,±Ì¿Ã∞®,4,3
1424,¥Áµµ,4,2
1425,¥Áµµ,1,1
1426,¥Áµµ,2,1
1427,¥Áµµ,2,1
1428,¥Áµµ,1,1
1429,±Ì¿Ã∞®,2,1
1430,±Ì¿Ã∞®,5,2
1431,¥Áµµ,3,2
1432,¥Áµµ,2,1
1433,±Ì¿Ã∞®,2,1
1434,±Ì¿Ã∞®,2,1
1435,±Ì¿Ã∞®,2,1
1436,±Ì¿Ã∞®,5,1
1437,±Ì¿Ã∞®,2,1
1438,±Ì¿Ã∞®,1,1
1439,¥Áµµ,3,2
1440,¥Áµµ,2,1
1441,±Ì¿Ã∞®,2,1
1442,¥Áµµ,2,1
1443,¥Áµµ,1,1
1444,±Ì¿Ã∞®,1,1
1445,±Ì¿Ã∞®,3,2
1446,±Ì¿Ã∞®,2,1
1447,¥Áµµ,6,2
1448,¥Áµµ,2,1
1449,¥Áµµ,2,1
1450,±Ì¿Ã∞®,1,1
1451,±Ì¿Ã∞®,4,3
1452,¥Áµµ,1,1
1453,¥Áµµ,2,1
1454,¥Áµµ,2,1
1455,±Ì¿Ã∞®,4,2
1456,±Ì¿Ã∞®,2,1
1457,¥Áµµ,2,1
1458,±Ì¿Ã∞®,2,1
1459,±Ì¿Ã∞®,1,1
1460,±Ì¿Ã∞®,2,1
1461,±Ì¿Ã∞®,3,2
1462,±Ì¿Ã∞®,4,3
1463,±Ì¿Ã∞®,2,1
1464,±Ì¿Ã∞®,2,1
1465,¥Áµµ,1,1
1466,¥Áµµ,2,1
1467,¥Áµµ,2,1
1468,±Ì¿Ã∞®,3,2
1469,±Ì¿Ã∞®,1,1
1470,¥Áµµ,4,2
1471,±Ì¿Ã∞®,1,1
1472,±Ì¿Ã∞®,4,1
1473,±Ì¿Ã∞®,2,1
1474,¥Áµµ,3,1
1475,±Ì¿Ã∞®,3,2
1476,±Ì¿Ã∞®,4,1
1477,¥Áµµ,2,1
1478,¥Áµµ,2,1
1479,±Ì¿Ã∞®,3,1
1480,¥Áµµ,3,2
1481,¥Áµµ,1,1
1482,¥Áµµ,2,1
1483,±Ì¿Ã∞®,3,1
1484,±Ì¿Ã∞®,2,1
1485,¥Áµµ,1,1
1486,¥Áµµ,3,1
1487,±Ì¿Ã∞®,3,1
1488,¥Áµµ,2,1
1489,¥Áµµ,4,2
1490,¥Áµµ,3,1
1491,¥Áµµ,3,1
1492,¥Áµµ,2,1
1493,¥Áµµ,1,1
1494,±Ì¿Ã∞®,4,1
1495,±Ì¿Ã∞®,1,1
1496,¥Áµµ,3,2
1497,¥Áµµ,3,1
1498,¥Áµµ,2,1
1499,±Ì¿Ã∞®,3,1
1500,¥Áµµ,3,1
1501,¥Áµµ,2,1
1502,±Ì¿Ã∞®,2,1
1503,±Ì¿Ã∞®,2,1
1504,±Ì¿Ã∞®,2,1
1505,±Ì¿Ã∞®,4,1
1506,¥Áµµ,2,1
1507,±Ì¿Ã∞®,4,1
1508,±Ì¿Ã∞®,2,1
1509,±Ì¿Ã∞®,0,0
1510,±Ì¿Ã∞®,2,1
1511,±Ì¿Ã∞®,4,1
1512,±Ì¿Ã∞®,3,2
1513,¥Áµµ,3,1
1514,¥Áµµ,1,1
1515,±Ì¿Ã∞®,2,1
1516,¥Áµµ,2,1
1517,¥Áµµ,1,1
1518,±Ì¿Ã∞®,3,2
1519,±Ì¿Ã∞®,3,2
1520,±Ì¿Ã∞®,5,1
1521,±Ì¿Ã∞®,2,1
1522,±Ì¿Ã∞®,2,1
1523,±Ì¿Ã∞®,2,1
1524,±Ì¿Ã∞®,4,3
1525,±Ì¿Ã∞®,4,1
1526,¥Áµµ,3,2
1527,¥Áµµ,2,1
1528,±Ì¿Ã∞®,1,1
1529,¥Áµµ,2,1
1530,±Ì¿Ã∞®,1,1
1531,±Ì¿Ã∞®,3,2
1532,±Ì¿Ã∞®,4,2
1533,±Ì¿Ã∞®,1,1
1534,±Ì¿Ã∞®,2,1
1535,±Ì¿Ã∞®,3,2
1536,¥Áµµ,2,1
1537,±Ì¿Ã∞®,2,1
1538,¥Áµµ,2,1
1539,±Ì¿Ã∞®,1,1
1540,¥Áµµ,2,1
1541,±Ì¿Ã∞®,5,1
1542,¥Áµµ,2,1
1543,¥Áµµ,2,1
1544,±Ì¿Ã∞®,3,1
1545,¥Áµµ,4,3
1546,±Ì¿Ã∞®,3,1
1547,¥Áµµ,2,1
1548,¥Áµµ,4,1
1549,¥Áµµ,3,2
1550,¥Áµµ,2,1
1551,±Ì¿Ã∞®,3,2
1552,¥Áµµ,3,1
1553,±Ì¿Ã∞®,3,2
1554,¥Áµµ,1,1
1555,¥Áµµ,4,1
1556,±Ì¿Ã∞®,2,1
1557,¥Áµµ,1,1
1558,±Ì¿Ã∞®,1,1
1559,¥Áµµ,2,1
1560,¥Áµµ,2,1
1561,¥Áµµ,1,1
1562,¥Áµµ,3,2
1563,¥Áµµ,3,1
1564,¥Áµµ,3,1
1565,¥Áµµ,3,2
1566,¥Áµµ,2,1
1567,¥Áµµ,2,1
1568,±Ì¿Ã∞®,3,1
1569,±Ì¿Ã∞®,4,3
1570,¥Áµµ,3,1
1571,±Ì¿Ã∞®,5,1
1572,±Ì¿Ã∞®,3,1
1573,±Ì¿Ã∞®,3,2
1574,¥Áµµ,5,3
1575,¥Áµµ,3,2
1576,¥Áµµ,4,1
1577,±Ì¿Ã∞®,2,1
1578,±Ì¿Ã∞®,4,1
1579,¥Áµµ,3,2
1580,¥Áµµ,3,2
1581,¥Áµµ,3,1
1582,¥Áµµ,3,2
1583,¥Áµµ,4,2
1584,¥Áµµ,2,1
1585,¥Áµµ,3,1
1586,±Ì¿Ã∞®,3,2
1587,±Ì¿Ã∞®,3,1
1588,±Ì¿Ã∞®,3,1
1589,±Ì¿Ã∞®,2,1
1590,¥Áµµ,1,1
1591,¥Áµµ,5,3
1592,±Ì¿Ã∞®,3,1
1593,±Ì¿Ã∞®,1,1
1594,¥Áµµ,4,3
1595,¥Áµµ,2,1
1596,±Ì¿Ã∞®,2,1
1597,¥Áµµ,1,1
1598,±Ì¿Ã∞®,1,1
1599,±Ì¿Ã∞®,2,1
1600,¥Áµµ,2,1
1601,¥Áµµ,2,1
1602,¥Áµµ,2,1
1603,¥Áµµ,3,1
1604,±Ì¿Ã∞®,2,1
1605,±Ì¿Ã∞®,3,2
1606,±Ì¿Ã∞®,3,1
1607,±Ì¿Ã∞®,3,2
1608,±Ì¿Ã∞®,2,1
1609,¥Áµµ,2,1
1610,±Ì¿Ã∞®,1,1
1611,±Ì¿Ã∞®,2,1
1612,¥Áµµ,1,1
1613,±Ì¿Ã∞®,2,1
1614,±Ì¿Ã∞®,2,1
1615,±Ì¿Ã∞®,1,1
1616,¥Áµµ,4,3
1617,±Ì¿Ã∞®,2,1
1618,¥Áµµ,1,1
1619,±Ì¿Ã∞®,1,1
1620,±Ì¿Ã∞®,1,1
1621,¥Áµµ,2,1
1622,±Ì¿Ã∞®,1,1
1623,±Ì¿Ã∞®,3,2
1624,±Ì¿Ã∞®,3,1
1625,¥Áµµ,1,1
1626,±Ì¿Ã∞®,5,2
1627,±Ì¿Ã∞®,3,2
1628,¥Áµµ,4,1
1629,±Ì¿Ã∞®,2,1
1630,¥Áµµ,4,2
1631,±Ì¿Ã∞®,3,2
1632,±Ì¿Ã∞®,1,1
1633,±Ì¿Ã∞®,3,2
1634,¥Áµµ,2,1
1635,¥Áµµ,1,1
1636,±Ì¿Ã∞®,1,1
1637,±Ì¿Ã∞®,3,1
1638,¥Áµµ,1,1
1639,¥Áµµ,2,1
1640,¥Áµµ,1,1
1641,±Ì¿Ã∞®,2,1
1642,±Ì¿Ã∞®,3,1
